RecordType,Company,Number,VendorGroup,Vendor,VendorName,TransactionDate,JCCo,Job,JobDescription,Description,DetailLineCount,TotalOrigCost,TotalOrigTax,RemainingAmount,RemainingTax
PO,20,20-14160126,1,50839,ELLIOTT TOOL TECH LTD,6/9/2014 0:00,20, 14707-000,2014 WEYER MAIN JOB,HVAC MATERIALS                ,1,473,0,473,0
PO,20,20-14161041,1,52810,TRANE COMPANY,6/10/2014 0:00,20, 17409-001,UNIVERSITY PLACE SD,MISC ITEMS                    ,1,49680,0,49680,0
PO,20,20-14161045,1,51105,GRAINGER INC,6/10/2014 0:00,20, 14707-000,2014 WEYER MAIN JOB,MISC ITEMS                    ,1,521.62,0,3.58,0
PO,20,20-14161069,1,51852,MICONTROLS INC,6/10/2014 0:00,20, 14707-000,2014 WEYER MAIN JOB,MISC ITEMS                    ,1,440,0,440,0
PO,20,20-14161116,1,50919,FERGUSON ENTERPRISES INC,6/10/2014 0:00,20, 17408-001,MUKILTEO SD PH 5,MISC ITEMS                    ,1,430.34,0,430.34,0
PO,20,20-14161126,1,51331,IN CONTROL,,,,,,,,,,
PO,20,20-14161131,1,52059,OXARC INC,6/10/2014 0:00,20, 17423-001,LIND SD ESP,MISC ITEMS                    ,1,437.64,0,437.64,0
PO,20,20-14161133,1,52648,STAR RENTALS,6/10/2014 0:00,20, 17412-001,SCL NSC ANNEX,RENTALS                       ,1,18579.96,0,18579.96,0
PO,20,20-14161147,1,52080,PAC MOBILE STRUCTURES INC,6/10/2014 0:00,20, 17412-001,SCL NSC ANNEX,RENTALS                       ,1,7461.6,0,7461.6,0
PO,20,20-14161158,1,55175,SAFWAY SERVICES LLC,6/10/2014 0:00,20, 17412-001,SCL NSC ANNEX,RENTALS                       ,1,5940,0,5940,0
PO,20,20-14162153,1,52648,STAR RENTALS,6/11/2014 0:00,20, 17424-001,CASCADE SD ESPC P2,RENTALS                       ,1,2951.02,0,2951.02,0
PO,20,20-14162154,1,52648,STAR RENTALS,6/11/2014 0:00,20, 17424-001,CASCADE SD ESPC P2,RENTALS                       ,1,1,0,1,0
PO,20,20-14162156,1,52648,STAR RENTALS,6/11/2014 0:00,20, 17424-001,CASCADE SD ESPC P2,RENTALS                       ,1,473.4,0,473.4,0
PO,20,20-14163025,1,53185,WE-STUMBAUGH,,,,,,,,,,
PO,20,20-14163061,1,52104,PARAMOUNT SUPPLY CO,6/12/2014 0:00,20, 14707-000,2014 WEYER MAIN JOB,HVAC MATERIALS                ,1,2766,0,2766,0
PO,20,20-14163118,1,53184,WE-BELLOWS,,,,,,,,,,
PO,20,20-14163121,1,51331,IN CONTROL,,,,,,,,,,
PO,20,20-14163128,1,51639,M & L SUPPLY CO,,,,,,,,,,
PO,20,20-14163134,1,53104,WE-COLLEY,,,,,,,,,,
PO,20,20-14164035,1,50560,COLUMBIA HYDRONICS CO.,6/13/2014 0:00,20, 17410-001,STANWOOD CAMANO SD,EQUIPMENT                     ,1,202894,0,202894,0
PO,20,20-14164037,1,55976,ACE METAL CORPORATION,6/13/2014 0:00,20, 14290-001,COS AWC-A ENVELOPE,RENTALS                       ,1,3600,0,3600,0
PO,20,20-14164058,1,51491,KNOX WASTE SERVICE LLC,6/13/2014 0:00,20, 14516-001,SEYMOUR MEM HOSPITAL,RENTALS                       ,1,5026,0,5026,0
PO,20,20-14164065,1,51899,NATIONAL CONST. RENTALS,6/13/2014 0:00,20, 14516-001,SEYMOUR MEM HOSPITAL,RENTALS                       ,1,3788,0,3788,0
PO,20,20-14164123,1,52786,TIMCO,,,,,,,,,,
PO,20,20-14164125,1,52233,PROCTOR SALES INC,6/13/2014 0:00,20, 17455-001,1-5000486 WTC WHITE,PLUMBING MATERIALS            ,1,152.25,0,152.25,0
PO,20,20-14167024,1,55630,BRY-AIR INC,6/16/2014 0:00,20, 14707-000,2014 WEYER MAIN JOB,HVAC MATERIALS                ,1,1006.1,0,1006.1,0
PO,20,20-14167111,1,52177,PLATT ELECTRIC SUPPLY,6/16/2014 0:00,20, 14611-000,PSE-SCOPE,ELECTRICAL MATERIALS          ,1,14,0,14,0
PO,20,20-14167113,1,52177,PLATT ELECTRIC SUPPLY,6/16/2014 0:00,20, 14611-000,PSE-SCOPE,ELECTRICAL MATERIALS          ,1,134.91,0,116.7,0
PO,20,20-14167142,1,52648,STAR RENTALS,6/16/2014 0:00,20, 17409-001,UNIVERSITY PLACE SD,RENTALS                       ,1,646.04,0,646.04,0
PO,20,20-14167188,1,55980,SIGNS NOW,6/16/2014 0:00,20, 17412-001,SCL NSC ANNEX,MISC ITEMS                    ,1,3787.04,0,3787.04,0
PO,20,20-14168001,1,52531,SHERWIN-WILLIAMS CO,6/17/2014 0:00,20, 14707-000,2014 WEYER MAIN JOB,MISC ITEMS                    ,1,300,0,300,0
PO,20,20-14168004,1,52760,TEXAS AIRSYSTEMS LLC,6/17/2014 0:00,20, 17445-001,DAWSON ISD ESPC,MISC ITEMS                    ,1,22846.02,0,22846.02,0
PO,20,20-14168019,1,51639,M & L SUPPLY CO,,,,,,,,,,
PO,20,20-14168042,1,50560,COLUMBIA HYDRONICS CO.,6/17/2014 0:00,20, 14296-001,FRANKLIN PIERCE SD,MISC ITEMS                    ,1,6236,0,6236,0
PO,20,20-14168087,1,52177,PLATT ELECTRIC SUPPLY,6/17/2014 0:00,20, 14611-000,PSE-SCOPE,ELECTRICAL MATERIALS          ,1,53.75,0,53.75,0
PO,20,20-14168095,1,52177,PLATT ELECTRIC SUPPLY,6/17/2014 0:00,20, 14611-000,PSE-SCOPE,ELECTRICAL MATERIALS          ,1,145.22,0,145.22,0
PO,20,20-14168107,1,52769,THERMAL SUPPLY INC,6/17/2014 0:00,20, 14707-000,2014 WEYER MAIN JOB,HVAC MATERIALS                ,1,76.68,0,76.68,0
PO,20,20-14168184,1,50919,FERGUSON ENTERPRISES INC,6/17/2014 0:00,20, 14385-001,TUALATIN HILLS PARK,PLUMBING MATERIALS            ,1,61.52,0,61.52,0
PO,20,20-14169001,1,53185,WE-STUMBAUGH,,,,,,,,,,
PO,20,20-14169002,1,53185,WE-STUMBAUGH,,,,,,,,,,
PO,20,20-14169012,1,51115,GRAYBAR ELECTRIC,6/18/2014 0:00,20, 17412-001,SCL NSC ANNEX,MISC ITEMS                    ,1,266.68,0,266.68,0
PO,20,20-14169052,1,55983,ASHCROFT COMPANY INC,6/18/2014 0:00,20, 17444-001,BULLARD ISD ESPC,EQUIPMENT                     ,1,11050,0,11050,0
PO,20,20-14169061,1,50919,FERGUSON ENTERPRISES INC,6/18/2014 0:00,20, 17405-001,SUMNER SD,EQUIPMENT                     ,1,208952.2,0,208952.2,0
PO,20,20-14169095,1,50775,DORSE & COMPANY INC,6/18/2014 0:00,20, 17424-001,CASCADE SD ESPC P2,HVAC MATERIALS                ,1,2922,0,2922,0
PO,20,20-14169139,1,52177,PLATT ELECTRIC SUPPLY,6/18/2014 0:00,20, 14611-000,PSE-SCOPE,ELECTRICAL MATERIALS          ,1,183.19,0,183.19,0
PO,20,20-14169196,1,52406,S CONLEY SALES INC,6/18/2014 0:00,20, 17298-001,MSU NORTH HEDGES,EQUIPMENT                     ,1,9507,0,9507,0
PO,20,20-14169225,1,51976,NW COMMERICAL AIR INC,6/18/2014 0:00,20, 17425-001,SPRAGUE SD,SM FIELD MATERIALS            ,1,3100,0,3100,0
PO,20,20-14170077,1,52648,STAR RENTALS,6/19/2014 0:00,20, 17409-001,UNIVERSITY PLACE SD,RENTALS                       ,1,643.1,0,643.1,0
PO,20,20-14170084,1,50820,EDGE CONSTRUCTION SUPPLY,6/19/2014 0:00,20, 17424-001,CASCADE SD ESPC P2,SM FIELD MATERIALS            ,1,564.09,0,564.09,0
PO,20,20-14170087,1,51052,GENSCO INC,6/19/2014 0:00,20, 17424-001,CASCADE SD ESPC P2,SM FIELD MATERIALS            ,1,907.83,0,907.83,0
PO,20,20-14170115,1,54954,PENTHOUSE DRAPERY,6/19/2014 0:00,20, 14290-001,COS AWC-A ENVELOPE,MISC ITEMS                    ,1,42048,0,42048,0
PO,20,20-14171025,1,55963,REVOLVE PROMOTIONS,6/20/2014 0:00,20, 15352-001,MONTROSE SD POWERED,MISC ITEMS                    ,1,800,0,800,0
PO,20,20-14171026,1,55963,REVOLVE PROMOTIONS,6/20/2014 0:00,20, 15342-001,BOULDER POWERED YR 2,MISC ITEMS                    ,1,1500,0,1500,0
PO,20,20-14171027,1,55963,REVOLVE PROMOTIONS,6/20/2014 0:00,20, 15360-001,MADISON METRO SD,MISC ITEMS                    ,1,1500,0,1500,0
PO,20,20-14171028,1,55963,REVOLVE PROMOTIONS,6/20/2014 0:00,20, 15361-001,SHAKOPEE SCHOOL DIST,MISC ITEMS                    ,1,500,0,500,0
PO,20,20-14171075,1,51268,HONEY BUCKET,6/20/2014 0:00,20, 14319-001,WASHINGTON STATE,RENTALS                       ,1,1938,0,849,0
PO,20,20-14171122,1,52112,PARAMOUNT SUPPLY COMPANY,6/20/2014 0:00,20, 14707-000,2014 WEYER MAIN JOB,MISC ITEMS                    ,1,149.12,0,149.12,0
PO,20,20-14174074,1,52177,PLATT ELECTRIC SUPPLY,6/23/2014 0:00,20, 14611-000,PSE-SCOPE,MISC ITEMS                    ,1,23,0,23,0
PO,20,20-14174095,1,52177,PLATT ELECTRIC SUPPLY,6/23/2014 0:00,20, 14611-000,PSE-SCOPE,MISC ITEMS                    ,1,57.41,0,57.41,0
PO,20,20-14174099,1,52760,TEXAS AIRSYSTEMS LLC,6/23/2014 0:00,20, 17444-001,BULLARD ISD ESPC,EQUIPMENT                     ,1,33800,0,33800,0
PO,20,20-14174106,1,50775,DORSE & COMPANY INC,6/23/2014 0:00,20, 17409-001,UNIVERSITY PLACE SD,EQUIPMENT                     ,1,3300,0,3300,0
PO,20,20-14174113,1,52682,STUSSER ELECTRIC COMPANY,6/23/2014 0:00,20, 14704-001,2014 R&D TAXABLE,MISC ITEMS                    ,1,207.53,0,207.53,0
PO,20,20-14174153,1,52682,STUSSER ELECTRIC COMPANY,6/23/2014 0:00,20, 14707-000,2014 WEYER MAIN JOB,ELECTRICAL MATERIALS          ,1,268.82,0,268.82,0
PO,20,20-14174171,1,51374,PINNACLE INFOTECH INC,6/23/2014 0:00,20, 17406-001,NSD WOODMOOR ELEM,MISC ITEMS                    ,1,1300,0,1300,0
PO,20,20-14175051,1,51374,PINNACLE INFOTECH INC,6/24/2014 0:00,20, 14977-001,SEATTLE UNIVERSITY,MISC ITEMS                    ,1,300,0,300,0
PO,20,20-14175086,1,50774,DON'S GROUP ATTIRE,6/24/2014 0:00,20, 14648-000,RAYMOND JAMES &,MASTER SUBCONTRACT            ,1,150,0,150,0
PO,20,20-14175125,1,51910,NATIONAL SAFETY,,,,,,,,,,
PO,20,20-14175133,1,52177,PLATT ELECTRIC SUPPLY,6/24/2014 0:00,20, 15033-001,OREGON MILITARY,ELECTRICAL MATERIALS          ,1,4390,0,4390,0
PO,20,20-14175135,1,50073,AIREFCO INC,6/24/2014 0:00,20, 14707-000,2014 WEYER MAIN JOB,MISC ITEMS                    ,1,2844.39,0,2844.39,0
PO,20,20-14175176,1,50425,CAN-DOO BUDGET RENTALS,6/24/2014 0:00,20, 17443-001,ROLLING PLAINS,RENTALS                       ,1,2878.2,0,2878.2,0
PO,20,20-14176037,1,51105,GRAINGER INC,6/25/2014 0:00,20, 14611-000,PSE-SCOPE,MISC ITEMS                    ,1,151.04,0,151.04,0
PO,20,20-14176067,1,51105,GRAINGER INC,6/25/2014 0:00,20, 14707-000,2014 WEYER MAIN JOB,MISC ITEMS                    ,1,80,0,80,0
PO,20,20-14176116,1,53060,WILLIAMS SCOTSMAN,,,,,,,,,,
PO,20,20-14176167,1,52648,STAR RENTALS,6/25/2014 0:00,20, 17410-001,STANWOOD CAMANO SD,RENTALS                       ,1,996.46,0,996.46,0
PO,20,20-14176171,1,52648,STAR RENTALS,6/25/2014 0:00,20, 17410-001,STANWOOD CAMANO SD,RENTALS                       ,1,83.76,0,83.76,0
PO,20,20-14176173,1,52648,STAR RENTALS,6/25/2014 0:00,20, 17410-001,STANWOOD CAMANO SD,RENTALS                       ,1,111.7,0,111.7,0
PO,20,20-14176178,1,52648,STAR RENTALS,6/25/2014 0:00,20, 17410-001,STANWOOD CAMANO SD,RENTALS                       ,1,223.38,0,223.38,0
PO,20,20-14176206,1,52682,STUSSER ELECTRIC COMPANY,6/25/2014 0:00,20, 14707-000,2014 WEYER MAIN JOB,MISC ITEMS                    ,1,46.72,0,46.72,0
PO,101,,101,500002,10000 MEYDENBAUER HOA,10/23/2013 0:00,101,TJK001-001,Tower A,Electrical Fittings,1,31966.2,0,31966.2,0
PO,101,,101,500003,10TH & BANNOCK,,,,,,,,,,
PO,101,,101,500004,111 HIGHLAND,8/6/2013 0:00,101,080600-000,Project Salmon Bay School - Construction,PO created from RQ,1,106.75,0,106.75,0
PO,101,,101,500004,111 HIGHLAND,8/15/2013 0:00,101,,,Receiving Test,1,1466.2,0,1466.2,0
PO,101,,101,500004,111 HIGHLAND,10/23/2013 0:00,101,TJK001-001,Tower A,"Electrical Lights - Fixture ""A""",1,20202.96,0,20202.96,0
PO,101,,101,500005,1ST LINE 1ST AID INC,10/14/2013 0:00,101,,,No Description,1,0,0,0,0
PO,101,,101,500006,200 BELLEVUE,9/13/2013 0:00,101,654321-002,Test ES,test,0,,,,
PO,101,,101,500007,2001 MARINE SYSTEMS,8/15/2013 0:00,101,654321-002,Test ES,Esther Test,1,2.33,0,2.33,0
PO,101,,101,500007,2001 MARINE SYSTEMS,9/10/2013 0:00,101,654321-002,Test ES,Esther Test,0,,,,
PO,101,,101,500008,208 SHAKE & SHINGLE,9/19/2013 0:00,101,,,No Description,1,0,0,0,0
PO,101,,101,500008,208 SHAKE & SHINGLE,10/23/2013 0:00,101,TMC003-001,Hancock Fabrics - Federal Way,OMG,,,,,
PO,101,,101,500008,208 SHAKE & SHINGLE,10/25/2013 0:00,101,TMC003-001,Hancock Fabrics - Federal Way,Another test demo for purchase orders,1,79000.03,0,79000.03,0
PO,101,,101,500009,2121 BELMONT,9/10/2013 0:00,101,,,No Description,1,15000,0,15000,0
PO,101,,101,500017,307 WESTLAKE LLC,10/15/2013 0:00,101,654321-002,Test ES,No Description,1,500,15,500,15
PO,101,,101,500021,3DV CORPORATION,11/7/2013 0:00,101,,,No Description,1,15151,454.53,15151,454.53
PO,101,,101,500055,A ROYAL WOLF PROTABLE,11/7/2013 0:00,101,,,No Description,1,546000,16380,546000,16380
PO,101,,101,500059,A TO Z EQUIP RNTL & SALES,11/7/2013 0:00,101,,,No Description,1,1000,30,1000,30
PO,101,,101,500068,A&I DRYWALL,11/7/2013 0:00,101,,,No Description,1,15111,453.33,15111,453.33
PO,101,,101,500076,A-LINE CONCRETE CUTTING,11/6/2013 0:00,101,654321-002,Test ES,PO created from RQ,1,350,10.5,350,10.5
PO,101,,101,500102,AACER FLOORING,,,,,,,,,,
PO,101,,101,500140,ABSCO,8/15/2013 0:00,101,,,Esther Test 8/15,1,0,0,0,0
PO,101,,101,500339,AIR REPS LLC,7/24/2013 0:00,101,654321-002,Test ES,PO created from RQ,1,10500,0,10500,0
PO,101,,101,501508,BROWNFIELD MANUFACTURING,10/10/2013 0:00,101,,,Conveying Equipment,1,150000,4500,150000,4500
PO,101,,101,501852,CED - KENT,10/23/2013 0:00,101, THH03-002,Building 3 Construction,Lighting Fixtures,2,167.6,0,167.6,0
PO,101,,101,503419,EDGE CONSTRUCTION SUPPLY,10/23/2013 0:00,101,TTB001-,Microsoft IT Pacs C03,Confined space tripod & harness system,1,0,0,0,0
PO,101,,101,503706,EVERETT STEEL CO,8/21/2013 0:00,101,-55000,Sample Project for Accounting Sessions,Metals,1,1275000,0,1270070,0
PO,101,,101,503840,FERGUSON CONSTRUCTION,8/6/2013 0:00,101,  0806-  2,Gen Test 2 Project Description Field,Openings,1,5000,0,5000,0
PO,101,,101,503840,FERGUSON CONSTRUCTION,10/23/2013 0:00,101,TTB001-,Microsoft IT Pacs C03,Underground Piping,1,4.83,0,4.83,0
PO,101,,101,503841,FERGUSON ENTERPRISES INC,,101,654321-002,Test ES,Esther 10.11.13,1,200,0,200,0
PO,101,,101,503841,FERGUSON ENTERPRISES INC,,101,654321-002,Test ES,Receiving Test 9.16,2,259.73,0,259.73,0
PO,101,,101,503841,FERGUSON ENTERPRISES INC,,101,654321-002,Test ES,report view test,1,230.46,0,230.46,0
PO,101,,101,503841,FERGUSON ENTERPRISES INC,7/26/2013 0:00,101,-123456,Test - Ned,Wood Test,1,100,0,100,0
PO,101,,101,503841,FERGUSON ENTERPRISES INC,8/20/2013 0:00,101,654321-002,Test ES,8.20.13 Receiving Check Box Test,1,500,0,500,0
PO,101,,101,503841,FERGUSON ENTERPRISES INC,8/20/2013 0:00,101,654321-002,Test ES,Test for Esther 8.20.13.01,1,23.3,0,23.3,0
PO,101,,101,503841,FERGUSON ENTERPRISES INC,8/22/2013 0:00,101,,,multiple job test,3,25,0,25,0
PO,101,,101,503841,FERGUSON ENTERPRISES INC,9/10/2013 0:00,101,654321-002,Test ES,Esther Test 2,1,4.83,0.46,4.83,0.46
PO,101,,101,503841,FERGUSON ENTERPRISES INC,9/12/2013 0:00,101,654321-002,Test ES,Blanket PO Test 9.12.13,0,,,,
PO,101,,101,503841,FERGUSON ENTERPRISES INC,9/13/2013 0:00,101,654321-002,Test ES,Training Test,1,4.71,0,4.71,0
PO,101,,101,503841,FERGUSON ENTERPRISES INC,10/7/2013 0:00,101,,,Michelle B.,2,12677.29,0,12677.29,0
PO,101,,101,503841,FERGUSON ENTERPRISES INC,10/10/2013 0:00,101,654321-002,Test ES,This is really it this time,1,1680.7,0,1680.7,0
PO,101,,101,503841,FERGUSON ENTERPRISES INC,10/14/2013 0:00,101,654321-002,Test ES,Kevin Schrock 10/14/13,1,250,0,250,0
PO,101,,101,503841,FERGUSON ENTERPRISES INC,10/14/2013 0:00,101,654321-002,Test ES,Kevin Schrock 10/14/13 copy,2,200,0,200,0
PO,101,,101,503841,FERGUSON ENTERPRISES INC,10/23/2013 0:00,101,TAM003-003,Test Project - C-Job,No Description,2,2027.53,0,2027.53,0
PO,101,,101,503841,FERGUSON ENTERPRISES INC,10/23/2013 0:00,101,TLK001-001,Leah test project #1,Test PO,2,207.63,0,207.63,0
PO,101,,101,503841,FERGUSON ENTERPRISES INC,11/13/2013 0:00,101,654321-002,Test ES,PIPING SHOP,1,0,0,0,0
PO,101,,101,504346,GRAINGER,7/31/2013 0:00,101,,,7/31 test,1,500,0,500,0
PO,101,,101,504346,GRAINGER,8/6/2013 0:00,101,,,Esther Test 8/6,1,100,0,100,0
PO,101,,101,504346,GRAINGER,8/6/2013 0:00,101,-123456,Test - Ned,PO created from RQ,2,19100,0,19100,0
PO,101,,101,504346,GRAINGER,9/13/2013 0:00,101,,,Esther Test 8/6,1,100,0,100,0
PO,101,,101,504348,GRAINGER INC,7/26/2013 0:00,101,-123456,Test - Ned,On Demand: Granger,1,10000,0,10000,0
PO,101,,101,504710,HOME DEPOT,8/20/2013 0:00,101,654321-002,Test ES,Esther Test 8.20.13.02,1,0,0,0,0
PO,101,,101,504710,HOME DEPOT,9/17/2013 0:00,101,654321-002,Test ES,Test script tes,1,0,0,0,0
PO,101,,101,504717,HONEY BUCKET,10/31/2013 0:00,101,TMF003-001,,Sanican,1,0,0,0,0
PO,101,,101,506054,LES LAMBERT HEAT & AIR,10/15/2013 0:00,101,,,No Description,2,2150,154.5,2150,154.5
PO,101,,101,507118,NATIONAL SEMICONDUCTOR,11/7/2013 0:00,101,,,No Description,1,10000,300,10000,300
PO,101,,101,507414,NW KITCHEN EXHST CLN INC,10/23/2013 0:00,101,TMC003-001,Hancock Fabrics - Federal Way,Demo Purchase Order Testing,2,62.99,0,62.99,0
PO,101,,101,507545,OPENWORKS,11/6/2013 0:00,101,654321-002,Test ES,PO created from RQ,1,500,15,500,15
PO,101,,101,508326,PUGET SOUND PIPE & SUPPLY,6/5/2013 0:00,101,-123456,Test - Ned,3/4 EPOX COP RSR CLMP,2,22.68,0,80.43,0
PO,101,,101,508326,PUGET SOUND PIPE & SUPPLY,10/14/2013 0:00,101,654321-002,Test ES,Kevin PO test,1,450,13.5,450,13.5
PO,101,,101,508335,PULLMAN RENTALS,10/15/2013 0:00,101,,,Dump Truck Rental,1,5000,150,5000,150
PO,101,,101,509547,SOUND SHEET METAL,,,,,,,,,,
PO,101,,101,509707,STAR RENTALS,10/23/2013 0:00,101,TMF003-001,,Box Fans,1,0,0,0,0
PO,101,,101,510140,TEXAS AIRSYSTEMS LLC,10/23/2013 0:00,101,TGM100-003,CoCC Construction,chiller,1,515.26,0,515.26,0
PO,101,,101,510615,UNITED RENTALS NW INC,10/15/2013 0:00,101,654321-002,Test ES,Rental Equipment,2,20000,600,20000,600
PO,101,,101,511325,WESTERN ST EQUIPMENT CO,10/30/2013 0:00,101,TMF003-001,,Forklift,1,0,0,0,0
PO,101,0303CB001,101,503841,FERGUSON ENTERPRISES INC,11/14/2013 0:00,101,0303CB-001,Expansion Phase 1,Small Tools,1,600,0,600,0
PO,101,41079001,101,503841,FERGUSON ENTERPRISES INC,11/14/2013 0:00,101,041079-001,Coors Brewery ESPC,Energy Engineer,1,200,0,200,0
PO,101,550000001,101,503706,EVERETT STEEL CO,8/21/2013 0:00,101,-55000,Sample Project for Accounting Sessions,Metals,1,1275000,0,1270070,0
PO,101,0806-0001,101,503840,FERGUSON CONSTRUCTION,8/6/2013 0:00,101,  0806-  2,Gen Test 2 Project Description Field,Openings,1,5000,0,5000,0
PO,101,0806-0002 ,101,503841,FERGUSON ENTERPRISES INC,8/7/2013 0:00,101,  0806-  2,Gen Test 2 Project Description Field,Metal,1,100,0,100,0
PO,101,080600-0000001      ,101,500039,7-ELEVEN,6/9/2014 0:00,101,080600-000,Project Salmon Bay School - Construction,Items for the school,1,100,0,100,0
PO,101,806000002,101,503841,FERGUSON ENTERPRISES INC,8/7/2013 0:00,101,080600-000,Project Salmon Bay School - Construction,Test 3,1,300,0,300,0
PO,101,80600001,101,500003,10TH & BANNOCK,,,,,,,,,,
PO,101,80600002,101,500004,111 HIGHLAND,1/29/2014 0:00,101,080600-000,Project Salmon Bay School - Construction,Test for Location,1,50,4.75,50,4.75
PO,101,80600003,101,502963,DAYDREAMIN' GRAPHICS,3/18/2014 0:00,101,080600-000,Project Salmon Bay School - Construction,PO Test,2,50,0,50,0
PO,101,123123001,101,503841,FERGUSON ENTERPRISES INC,11/14/2013 0:00,101,123123-001,Percy Harvin Residence,Mileage,1,5500,0,5500,0
PO,101,1234560001,101,508326,PUGET SOUND PIPE & SUPPLY,6/5/2013 0:00,101,-123456,Test - Ned,3/4 EPOX COP RSR CLMP,2,22.68,0,80.43,0
PO,101,123460001,101,503841,FERGUSON ENTERPRISES INC,11/14/2013 0:00,101,123460-001,Seymour Hospitals,TRAVEL EXPENSES,1,40000,0,40000,0
PO,101,123460002,101,510140,TEXAS AIRSYSTEMS LLC,11/19/2013 0:00,101,123460-001,Seymour Hospitals,Mechanical,1,335000,0,335000,0
PO,101,130100016,101,500339,AIR REPS LLC,7/24/2013 0:00,101,654321-002,Test ES,PO created from RQ,1,10500,0,10500,0
PO,101,130100020,101,503841,FERGUSON ENTERPRISES INC,7/26/2013 0:00,101,-123456,Test - Ned,Wood Test,1,100,0,100,0
PO,101,130100022,101,503843,FERGUSON FIRE & FAB #720,7/26/2013 0:00,101,-123456,Test - Ned,On Demand: Pipe Insulation,1,0,0,0,0
PO,101,130100027,101,504348,GRAINGER INC,7/26/2013 0:00,101,-123456,Test - Ned,On Demand: Granger,1,10000,0,10000,0
PO,101,130100030,101,504346,GRAINGER,7/31/2013 0:00,101,,,7/31 test,1,500,0,500,0
PO,101,130100033,101,504346,GRAINGER,8/6/2013 0:00,101,-123456,Test - Ned,PO created from RQ,1,100,0,100,0
PO,101,130100036,101,504346,GRAINGER,8/6/2013 0:00,101,-123456,Test - Ned,PO created from RQ,1,19000,0,19000,0
PO,101,130100038,101,504346,GRAINGER,8/6/2013 0:00,101,,,Esther Test 8/6,1,100,0,100,0
PO,101,130100041,101,500004,111 HIGHLAND,8/6/2013 0:00,101,080600-000,Project Salmon Bay School - Construction,PO created from RQ,1,106.75,0,106.75,0
PO,101,130100074,101,504346,GRAINGER,9/13/2013 0:00,101,,,Esther Test 8/6,1,100,0,100,0
PO,101,130100108,101,503841,FERGUSON ENTERPRISES INC,10/14/2013 0:00,101,654321-002,Test ES,Kevin Schrock 10/14/13 copy,1,150,0,150,0
PO,101,130100109,101,503841,FERGUSON ENTERPRISES INC,10/14/2013 0:00,101,654321-002,Test ES,Kevin Schrock 10/14/13 copy,1,50,0,50,0
PO,101,130100160,101,500076,A-LINE CONCRETE CUTTING,11/6/2013 0:00,101,654321-002,Test ES,PO created from RQ,1,350,10.5,350,10.5
PO,101,130100161,101,507545,OPENWORKS,11/6/2013 0:00,101,654321-002,Test ES,PO created from RQ,1,500,15,500,15
PO,101,130100165,101,500059,A TO Z EQUIP RNTL & SALES,11/7/2013 0:00,101,,,No Description,1,1000,30,1000,30
PO,101,130100166,101,507118,NATIONAL SEMICONDUCTOR,11/7/2013 0:00,101,,,No Description,1,10000,300,10000,300
PO,101,130100168,101,500021,3DV CORPORATION,11/7/2013 0:00,101,,,No Description,1,15151,454.53,15151,454.53
PO,101,130100169,101,500102,AACER FLOORING,,,,,,,,,,
PO,101,130100170,101,500068,A&I DRYWALL,11/7/2013 0:00,101,,,No Description,1,15111,453.33,15111,453.33
PO,101,130100171,101,500055,A ROYAL WOLF PROTABLE,11/7/2013 0:00,101,,,No Description,1,546000,16380,546000,16380
PO,101,130100172,101,511580,ZION PREP ACADEMY,11/7/2013 0:00,101,,,No Description,1,46520,1395.6,46520,1395.6
PO,101,130100174,101,500079,A-TECH,11/7/2013 0:00,101,,,No Description,1,150000,4500,150000,4500
PO,101,130100178,101,501403,BRANDY PEARSON,11/8/2013 0:00,101,654321-002,Test ES,PO created from RQ,1,15000,450,15000,450
PO,101,130100179,101,505733,KIM E PEARMAN-GILLMAN,11/8/2013 0:00,101,654321-002,Test ES,PO created from RQ,1,150000,4500,150000,4500
PO,101,130100189,101,503841,FERGUSON ENTERPRISES INC,12/2/2013 0:00,101,,,No Description,1,10000,950,10000,950
PO,101,130100190,101,500015,3 WIRE SERVICE,12/3/2013 0:00,101,654321-002,Test ES,No Description,1,15000,1425,15000,1425
PO,101,130100194,101,500008,208 SHAKE & SHINGLE,1/3/2014 0:00,101,,,No Description,0,,,,
PO,101,130100199,101,500001,1000-1100 DEXTER AVE INC,1/15/2014 0:00,101,,,notes,,,,,
PO,101,130100201,101,500001,1000-1100 DEXTER AVE INC,1/15/2014 0:00,101,,,No Description,2,7000,565,7000,565
PO,101,130100202,101,500009,2121 BELMONT,1/16/2014 0:00,101,,,No Description,2,0,0,0,0
PO,101,130100205,101,509707,STAR RENTALS,1/17/2014 0:00,101,,,No Description,0,,,,
PO,101,130100206,101,509707,STAR RENTALS,1/17/2014 0:00,101,   TKC-01C,Implimentation(C-Job),No Description,2,815,77.43,815,77.43
PO,101,130100209,101,502417,COMMERCIAL AIR FILTRATION,1/21/2014 0:00,,,,Materials for SM WO,2,1300,111.8,1300,111.8
PO,101,130100224,101,500004,111 HIGHLAND,1/29/2014 0:00,101,,,No Description,1,20,1.5,20,1.5
PO,101,130100226,101,500004,111 HIGHLAND,1/29/2014 0:00,101,080600-000,Project Salmon Bay School - Construction,No Description,1,100,7.5,100,7.5
PO,101,130100227,101,500002,10000 MEYDENBAUER HOA,1/29/2014 0:00,101,,,No Description,1,1000,75,1000,75
